title,snippet,link
Trading up with Axis video encoders,"... an Axis National Systems Integrator partner that provides building security ... 
such as BriefCam® Video Synopsis® software, to compress hours of video into a
 ...",https://www.axis.com/ja-jp/customer-story/3627
Axis Presents Smarter Video Surveillance Experiences at ISC West ...,"Mar 26, 2013 ... Experience Innovation through Partnership in the New Axis Partner ... BriefCam 
Inc.; Jordan Heilweil, President, Total Recall Corporation; and ...",https://www.axis.com/sv-se/press-center/press-release/2867/en
BriefCam Partnerships in security and safety technologies | BriefCam,"VMS Partners. Complementing and Enhancing VMS Solutions. BriefCam is 
integrated with most of the leading global Video Management Systems, and 
works ...",https://www.briefcam.com/partners/our-partners/
Partner Portal | BriefCam,"BriefCam® is the industry's leading provider of VIDEO SYNOPSIS® technology 
for rapid video review and search, real-time alerting and quantitative video 
insights.",https://www.briefcam.com/partner-portal/
Partnerships changing video surveillance. Become a partner ...,"BriefCam enriches existing VMS systems, differentiates video surveillance 
solutions and provides a competitive advantage to its partners. We are helping ...",https://www.briefcam.com/partners/become-a-partner/
BriefCam® Announces Integration for AXIS Camera Station | BriefCam,"Oct 23, 2019 ... “The integration of BriefCam's Video Analytics platform provides a natural 
extension to deliver exceptional value to our customers.” The BriefCam ...",https://www.briefcam.com/company/press-releases/briefcam-announces-integration-for-axis-camera-station/
BriefCam: Transforming video into actionable intelligence,"BriefCam the industry leading provider of video analytics for rapid video review ... 
The BriefCam® complete Video Content Analytics platform drives exponential ...",https://www.briefcam.com/
Innovative and Extensible Video Analytics Platform | BriefCam,"BriefCam enables customers to rapidly realize both the security and business 
value their surveillance system can provide by innovatively harnessing the ...",https://www.briefcam.com/solutions/platform-overview/
Intelligent Video Analytics Solutions | BriefCam,"... analysis, including search and filtering, alerting, and data aggregation and 
visualization. BriefCam's Video Content Analytics Platform processes raw video 
to: ...",https://www.briefcam.com/technology/video-analytics/
"Axis Communications, BriefCam, Lenel, Milestone and Ruckus ...","Aug 21, 2018 ... Axis Communications, BriefCam, Lenel, Milestone and Ruckus Collaborate to 
Bring Greater Security and Connectivity to the 2018 Little League ...",https://www.briefcam.com/company/press-releases/axis-communications-briefcam-lenel-milestone-and-ruckus-collaborate-to-bring-greater-security-and-connectivity-to-the-2018-little-league-baseball-world-series/
BriefCam at Work in Safe Cities | BriefCam,"By collecting and structuring video data, BriefCam's video content analytics (VCA
) technology enables law enforcement agencies to efficiently visualize and ...",https://www.briefcam.com/resources/case-studies/briefcam-at-work-safe-cities/
Login | BriefCam Partner Portal,"Partner Portal. DRIVING SUCCESS FOR THE PARTNER ECOSYSTEM. Email *. 
Password *. Remember me. Don't have an account? Signup Now » · Lost your ...",https://partners.briefcam.com/login/
Contact Us | Cognyte,"Actionable Intelligence for a Safer World. 25 years of market leadership bring 
unique proven expertise to our security analytics platform and solutions. We help
 ...",https://cis.verint.com/contact/?p=Verint%20Enables%20Intelligent%20Detection%20of%20Security%20Events%20Through%20Integration%20with%20BriefCam
Third-Party Software Integrations » Avigilon,"Avigilon Control Center (ACC) software can be combined with Access Control ... 
The integration between Avigilon Control Center and BriefCam Syndex Pro ...",https://www.avigilon.com/support/software/integrations/
Intégrations de logiciels tiers » Avigilon,"L'intégration entre Avigilon Control Center et BriefCam Syndex Pro permet de 
traiter ... Datalog is a modular software suite that operates as a single or multi 
user ...",https://www.avigilon.com/fr-fr/support/software/integrations/
Software-Integrationen von Drittanbietern » Avigilon,"DNA Fusion ist eine Lösung für die Zutrittskontrolle mit offener Plattform, die für ... 
Die Integration von Avigilon Control Center und BriefCam Syndex Pro ...",https://www.avigilon.com/de-de/support/software/integrations/
Integraciones de software de terceros » Avigilon,"La integración entre el Centro de Control de Avigilon y BriefCam Syndex Pro ... 
Datalog is a modular software suite that operates as a single or multi user ...",https://www.avigilon.com/es-la/support/software/integrations/
Making the city safer with smart crime-busting technology.,"Axis partners: Vulcan Security. Technologies, Milestone. Systems, BriefCam,. 
Live Earth. Mission. The Hartford Police Department (HPD) had a lot of 
fragmented ...",http://www.axis.com/files/success_stories/ss_cit_cityofhartford_73502_en_1908_lo.pdf
Trading up with Axis video encoders | Axis Communications,"... an Axis National Systems Integrator partner that provides building security ... 
such as BriefCam® Video Synopsis® software, to compress hours of video into a
 ...",https://www.axis.com/customer-story/3627
AXIS Camera Station,"... Camera Station flyer for Retail396 KB; AXIS Camera Station integration with 
BriefCam222 KB; AXIS Camera Station integration with IMMIX and Evolon306 KB
 ...",https://www.axis.com/th-th/products/axis-camera-station/support-and-documentation
Making the city safer with smart crime-busting technology | Axis ...,"C4 is designed on an open standards platform, allowing the department to 
seamlessly integrate third-party crime-fighting applications such as BriefCam 
video ...",https://www.axis.com/customer-story/5003
Axis to showcase latest smart city solutions at Smart City Expo World ...,"Oct 22, 2019 ... Alongside key partners, Axis will demonstrate several real-world examples in the 
three areas, regarded as key pillars in city liveability and ...",https://www.axis.com/newsroom/press-release/smart-city-expo-2019
Case Study Protecting a Cherished Symbol of Freedom with Axis,"Safety and security, business operations. Axis partners: Total Recall, Milestone,. 
BriefCam, Pivot3. Mission. After Hurricane Sandy struck Liberty and Ellis Islands
 ...",https://www.axis.com/files/success_stories/ss_gov_statue_liberty_58820_en_1409_lo.pdf
Multiple methods for motion detection - Secure Insights,"Jun 30, 2020 ... In addition, the way in which the PIR sensor operates also means that it ... 
Operating in the visible light spectrum, the camera is blind if there is not ... 
Briefcam is a great example that how this technology can impact the market.",https://www.axis.com/blog/secure-insights/motion-detection/
It takes a village: Collaborative approaches to safer cities - Secure ...,"Nov 1, 2018 ... Axis Safe City Symposium provides a platform for sharing ideas, ... To illustrate, O
'Hare pulled up a video clip to show how BriefCam lets him ...",https://www.axis.com/blog/secure-insights/takes-village-collaborative-approaches-safer-cities/
Trading up with Axis video encoders,"... an Axis National Systems Integrator partner that provides building security ... 
such as BriefCam® Video Synopsis® software, to compress hours of video into a
 ...",https://www.axis.com/ja-jp/customer-story/3627
Axis Presents Smarter Video Surveillance Experiences at ISC West ...,"Mar 26, 2013 ... Experience Innovation through Partnership in the New Axis Partner ... BriefCam 
Inc.; Jordan Heilweil, President, Total Recall Corporation; and ...",https://www.axis.com/sv-se/press-center/press-release/2867/en
BriefCam Partnerships in security and safety technologies | BriefCam,"VMS Partners. Complementing and Enhancing VMS Solutions. BriefCam is 
integrated with most of the leading global Video Management Systems, and 
works ...",https://www.briefcam.com/partners/our-partners/
Partner Portal | BriefCam,"BriefCam® is the industry's leading provider of VIDEO SYNOPSIS® technology 
for rapid video review and search, real-time alerting and quantitative video 
insights.",https://www.briefcam.com/partner-portal/
Partnerships changing video surveillance. Become a partner ...,"BriefCam enriches existing VMS systems, differentiates video surveillance 
solutions and provides a competitive advantage to its partners. We are helping ...",https://www.briefcam.com/partners/become-a-partner/
BriefCam® Announces Integration for AXIS Camera Station | BriefCam,"Oct 23, 2019 ... “The integration of BriefCam's Video Analytics platform provides a natural 
extension to deliver exceptional value to our customers.” The BriefCam ...",https://www.briefcam.com/company/press-releases/briefcam-announces-integration-for-axis-camera-station/
BriefCam: Transforming video into actionable intelligence,"BriefCam the industry leading provider of video analytics for rapid video review ... 
The BriefCam® complete Video Content Analytics platform drives exponential ...",https://www.briefcam.com/
Innovative and Extensible Video Analytics Platform | BriefCam,"BriefCam enables customers to rapidly realize both the security and business 
value their surveillance system can provide by innovatively harnessing the ...",https://www.briefcam.com/solutions/platform-overview/
Intelligent Video Analytics Solutions | BriefCam,"... analysis, including search and filtering, alerting, and data aggregation and 
visualization. BriefCam's Video Content Analytics Platform processes raw video 
to: ...",https://www.briefcam.com/technology/video-analytics/
"Axis Communications, BriefCam, Lenel, Milestone and Ruckus ...","Aug 21, 2018 ... Axis Communications, BriefCam, Lenel, Milestone and Ruckus Collaborate to 
Bring Greater Security and Connectivity to the 2018 Little League ...",https://www.briefcam.com/company/press-releases/axis-communications-briefcam-lenel-milestone-and-ruckus-collaborate-to-bring-greater-security-and-connectivity-to-the-2018-little-league-baseball-world-series/
BriefCam at Work in Safe Cities | BriefCam,"By collecting and structuring video data, BriefCam's video content analytics (VCA
) technology enables law enforcement agencies to efficiently visualize and ...",https://www.briefcam.com/resources/case-studies/briefcam-at-work-safe-cities/
Login | BriefCam Partner Portal,"Partner Portal. DRIVING SUCCESS FOR THE PARTNER ECOSYSTEM. Email *. 
Password *. Remember me. Don't have an account? Signup Now » · Lost your ...",https://partners.briefcam.com/login/
Contact Us | Cognyte,"Actionable Intelligence for a Safer World. 25 years of market leadership bring 
unique proven expertise to our security analytics platform and solutions. We help
 ...",https://cis.verint.com/contact/?p=Verint%20Enables%20Intelligent%20Detection%20of%20Security%20Events%20Through%20Integration%20with%20BriefCam
Third-Party Software Integrations » Avigilon,"Avigilon Control Center (ACC) software can be combined with Access Control ... 
The integration between Avigilon Control Center and BriefCam Syndex Pro ...",https://www.avigilon.com/support/software/integrations/
Intégrations de logiciels tiers » Avigilon,"L'intégration entre Avigilon Control Center et BriefCam Syndex Pro permet de 
traiter ... Datalog is a modular software suite that operates as a single or multi 
user ...",https://www.avigilon.com/fr-fr/support/software/integrations/
Software-Integrationen von Drittanbietern » Avigilon,"DNA Fusion ist eine Lösung für die Zutrittskontrolle mit offener Plattform, die für ... 
Die Integration von Avigilon Control Center und BriefCam Syndex Pro ...",https://www.avigilon.com/de-de/support/software/integrations/
Integraciones de software de terceros » Avigilon,"La integración entre el Centro de Control de Avigilon y BriefCam Syndex Pro ... 
Datalog is a modular software suite that operates as a single or multi user ...",https://www.avigilon.com/es-la/support/software/integrations/
VMS compatibility_200316 A B C D E F G H I J K L M N O P Q R S T ...,"Mar 16, 2020 ... Some PTZ model Open/Close Iris do not work properly or cause momentary 
colour ... 595, Verint, Software, ONVIF, TBC, 2017 (VB-H/M Mk II)",https://www.axis.com/files/sales/Canon_VMS_Compatibility_16_Mar_2020.xlsx
Meet our partners | Bosch Security and Safety Systems I North America,"Together with our trusted business partners we create best-in-class security 
solutions. So our customers can secure their world and benefit from business ...",https://www.boschsecurity.com/us/en/partners/meet-our-partners/
Lernen Sie unsere Partner kennen | Bosch Security and Safety ...,"So profitieren unsere Kunden von starken Produkten und Business-Intelligence, 
die ihnen mehr als nur Sicherheit bietet. Besuchen Sie unsere Partner-Seiten, ...",https://www.boschsecurity.com/de/de/partner/lernen-sie-unsere-partner-kennen/
Venha conhecer os nossos parceiros | Bosch Security and Safety ...,"O Verint SA Platform pode ser integrado em sistemas de intrusão ou incêndio da 
Bosch para que os clientes possam receber alarmes a partir do dispositivo.",https://www.boschsecurity.com/xl/pt/parceiros/conheca-nossos-parceiros/
Conozca a nuestros socios | Bosch Security and Safety Systems I ...,"Es posible integrar Verint SA Platform con sistemas de intrusión o incendio de 
Bosch para que los clientes puedan recibir alarmas desde el dispositivo.",https://www.boschsecurity.com/xl/es/socios/conozca-a-nuestros-socios/
Impact360 ULTRA : ソリューション・サービス | NEC,"メールアドレス：al_japansales@verint.com. 検索. ニュース. プレスリリース · 
イベント・セミナー · NECからの重要なお知らせ. お客さま別情報. 企業・官公庁
・ ...",https://jpn.nec.com/univerge/univergepartner/product/100047/100047_2.html
Hikvision 3rd Party Partners Integration Status,"Feb 28, 2017 ... Partners with an updated list:Aimetis/NUUO/Genetec/Synology/Cathexis/Exacq/
Avigilon. 2013.07 1. Newly added partners: Verint/Bold ...",https://www.hikvision.com/ueditor/net/upload/2017-05-24/48e99317-4374-4803-a09b-add7186874b5.pdf
VMS Partners Integration Status,"Mar 31, 2015 ... Newly added partners: Verint/Bold communications. 2. Partners with an updated 
list: Milestone/NUUO/Exacq/Salient/Genetec/Avigilon/ ...",https://www.hikvision.com/upload/VMS%20Partnership%20Standards.pdf
The IBM Cognos OEM Partner Program,"The IBM Cognos OEM Partner Program ... OEM partners are adding value to ... 
reporting needs.” John Bourne. SVP, Global Product Management. Verint.",ftp://public.dhe.ibm.com/software/data/sw-library/cognos/pdfs/factsheets/fs_the_ibm_cognos_oem_partner_program.pdf
Verint STAR-GATE Lite and IBM BladeCenter – Broadband and ...,"The IBM. BladeCenter H is for high performance computing platform, while the 
IBM. BladeCenter T chassis is specifically designed for telecom central office.",ftp://aix.boulder.ibm.com/systems/telecom/verintsheet.pdf
"Voice Platform Manager Job in Quezon City, National Capital ...","Mar 6, 2021 ... Should have Product and its integration knowledge for Avaya PABX systems , 
SIP, Voice Loggers (Nice, Verint etc) , Oracle SBC, Dialer's ...",https://careers.ibm.com/fr/job-details-fr/11980425/voice-platform-manager-quezon-city-ph/
Dark data discovery: Improve marketing insights to increase ROI ...,"Sep 20, 2016 ... ... and Verint, social media marketing and monitoring like Hootsuite and ... prep 
and automated data analysis and visualization come together to ...",https://www.ibm.com/blogs/business-analytics/dark-data-discovery-improve-marketing-insights-to-increase-roi/
"Program Leader – Contact Centre Job in Ottawa, ON | IBM","Mar 6, 2021 ... IBM Application Consultants work directly with our clients on key ... BlueWorx, 
Verint, and Nuance among others, but our clients come to us for ...",https://careers.ibm.com/ja/job-details-ja/12406030/program-leader-contact-centre-remote/
"User Researcher - Junior Job in Austin, TX | IBM","Mar 6, 2021 ... Designers at IBM work to create experiences that work together, work ... simple 
user research surveys (with tools like Survey Gizmo or Verint) ...",https://careers.ibm.com/zh-hans/job-details-zh-hans/12477472/user-researcher-junior-austin-tx/
optimize customer experience metrics With 12 ai-enabled use cases,"Using AI, firms can bring together a number of different behavioral signals from ... 
Verint. WillowTree. Wizu. Endnotes. 1 CX measurement programs have two ...",https://www.ibm.com/partnerworld/bpmarketintelligence/TheAIRevolutioninCXMeasurement.pdf
"Application Solutions Architect- Contact Centre Job in Ottawa, ON ...","Mar 6, 2021 ... Application solutions are based on Contact Centre Platform, Routing, ... 
Experience with Cisco Contact Centre, Verint/Witness, Genesys, Avaya ...",https://careers.ibm.com/es/job-details-es/12406029/application-solutions-architect-contact-centre-remote/
Office of General Services NYS Procurement Group 73600 ...,"621, 616, Cloud Managed Services (CMS), IBM Bluemix Platform 1 US Dollar ... 
2572, 2567, Verint WFM, Verint Work Force Management - plan, forecast, and ...",https://www.ibm.com/downloads/cas/9NJ5NRLA
Haifa Seminars - IBM Research,"The topics focus on applied computer science issues, in general, and on issues 
related to work carried out at IBM Research. All seminars listed on this site are ...",https://www.research.ibm.com/haifa/seminars/index.shtml
BriefCam Integration – Video Management System (VMS ...,"... the federated camera list is presented within the BriefCam platform allowing 
users ... NX (Network Optix), OnSSI, Qognify, Salient, SeeTec, Teleste and Verint.",https://www.briefcam.com/company/ufaq-category/video-management-system-compatibility/
CELEBRATE 2018 'ASTORS' Winners at the 2018 Awards ...,"Nov 1, 2018 ... American Security Today is pleased to announce the 2018'ASTORS' ... (See 
Verint FaceDetect, a powerful and versatile video analysis ...",https://www.briefcam.com/company/news/celebrate-2018-astors-winners-at-the-2018-awards-luncheon-at-isc-in-nyc-multi-video/
"BriefCam Video Analytics for Contact Tracing, Physical Distancing ...","Jun 10, 2020 ... (See how BriefCam's Video Content Analytics Platform can ... Senstar, 
ShotSpotter, Smiths Detection, TCOM LP, Trackforce, Verint, and More!",https://www.briefcam.com/company/news/briefcam-video-analytics-for-contact-tracing-physical-distancing-occupancy-mgmt-face-mask-detection/
News from the video security and video surveillance industry ...,"BriefCam Announces Its Advanced Video Analytics Software Platform To ... Verint 
Enables Intelligent Detection of Security Events through Integrastion with ...",https://www.briefcam.com/company/news/
FAQs BriefCam Product Frequently Asked Questions | BriefCam,BriefCam Server - Operating System. a. What operating systems does BriefCam ...,https://www.briefcam.com/resources/faqs/
AST Names 2019 'ASTORS' Homeland Security Awards Winners at ...,"Nov 26, 2019 ... (S&T's National Urban Security Technology Laboratory collaborated with ... 
Verint's NowForce delivers a comprehensive emergency dispatch ...",https://www.briefcam.com/company/news/ast-names-2019-astors-homeland-security-awards-winners-at-the-javits-center-in-nyc/
BriefCam Enhances Situational Awareness with Facial Recognition ...,"Nov 20, 2018 ... BriefCam's Comprehensive Video Content Analytics Platform Raises the ... 
Konica Minolta Business Solutions, Verint, Canon U.S.A., BriefCam, ...",https://www.briefcam.com/company/news/briefcam-enhances-situational-awareness-with-facial-recognition/
BriefCam V5.4 Video Content Analytics Platform Rapidly Transforms ...,"Apr 11, 2019 ... BriefCam, global provider of video content analytics and video synopsis solutions
, has announced v5.4 of its innovative and extensible video ...",https://www.briefcam.com/company/news/briefcam-v5-4-video-content-analytics-platform-rapidly-transforms-video-into-actionable-intelligence-with-enhanced-capabilities/
Canon acquires BriefCam,"Jun 22, 2018 ... You need a partner you know will support you and serve ... Verint. VErInt 
V4530BtW 3MP BullEt CaMEra. □. Professional day/night camera.",https://www.briefcam.com/company/news/canon-acquires-briefcam/
BriefCam's New v5.4 Bolsters Real-Time Abilities & User Experience ...,"Apr 9, 2019 ... BriefCam's Video Content Analytics platform is pleased to be a certified ... Konica 
Minolta Business Solutions, Verint, Canon U.S.A., BriefCam, ...",https://www.briefcam.com/company/news/briefcams-new-v5-4-bolsters-real-time-abilities-user-experience/
Partners | Verint Systems,"Partnering With Verint. Verint has helped thousands of clients integrate with 
solutions from our partners to improve CX and lower costs. Become a Verint 
Partner ...",https://www.verint.com/partners/
Partner Ecosystem | Verint Systems,"Verint partners with the best companies all over the world to make it easier for 
you to purchase, deploy and use our broad portfolio of solutions.",https://www.verint.com/partner-ecosystem/
Verint: Customer Engagement Leaders,"Verint is a global leader in Actionable Intelligence®. Customer Experience 
experts in Automation, AI, and Cloud. Security and Intelligence mining software.",https://www.verint.com/
"Access Verint Customer and Partner Portals, Verint Communities ...","Customer engagement solutions global login and community support information 
can be accessed, here.",https://www.verint.com/login.html
Verint Announces Customer Engagement Collaboration with Microsoft,"Verint Enters Microsoft One Commercial Partner Program; Company to 
Showcase Recording Solution for Microsoft Skype for Business and Microsoft 
Teams at ...",https://www.verint.com/press-room/2018-press-releases/verint-announces-customer-engagement-collaboration-with-microsoft/
Become a Partner | Verint Systems,"Verint offers a working partnership built on excellent service and a clear 
understanding of the challenges facing you and your customers. Verint partner 
programs ...",https://www.verint.com/partner-ecosystem/become-a-partner/
"Verint Names Avaya, Five9 and NWN Corporation as 2020 Partner ...","May 11, 2020 ... Verint Partners Also Recognized for Powerful Work-From-Home Solutions ... 
today announced that it has named its Partner of the Year award ...",https://www.verint.com/press-room/2020-press-releases/verint-names-avaya-five9-and-nwn-corporation-as-2020-partner-of-the-year-award-winners/
Verint Launches Compliance Recording for the Full Breadth of ...,"May 19, 2020 ... The company is currently collaborating with leading firms and its compliance 
partners to successfully roll out Microsoft Teams capture to ...",https://www.verint.com/press-room/2020-press-releases/verint-launches-compliance-recording-for-the-full-breadth-of-microsoft-teams-collaboration/
Verint Community,"Verint Connect is a secure online community built exclusively for Verint 
customers, partners and Verint employees, with over 2,000 members. Here you 
can get ...",https://community.verint.com/
EMEA Partner Summit 2020 | Verint Systems - Home,"Verint's Annual Partner Summit, 13-15 October 2020, is our invitation-only* 2 day
-summit dedicated to our Verint Partners. The event is designed for senior ...",https://engage.verint.com/emea-partner-summit/
Workforce Management Analyst / Consultant,"Ability to use WFM software NICE, Verint, Calabrio, Aspect. Experience in 
implementing WFM platform including infrastructure design, deployment and 
ongoing ...",https://www.accenture.com/pl-en/careers/jobdetails?id=00931443_en
Contact Center Technologies Implementation SW/Application Tech ...,"... Manager Express, Cisco Unity, Cisco IPCC Express, Cisco Voice Gateway, 
Cisco IPT and Verint Logger 5-Should be ready to work in 24/7 business support",https://www.accenture.com/in-en/careers/jobdetails?id=273025_india_1
Unified Communication and Collaboration Operations SW ...,"Learn more about applying for Unified Communication and Collaboration ... 4 
Cisco Collaboration Product Knowledge is added advantage 5 NICE/Verint ...",https://www.accenture.com/in-en/careers/jobdetails?id=274100_india_1
Speech Analytics Analyst / Consultant,"Ability to use analytics software packages such as Verint, Nexidia, Call miner etc. 
Experience in implementing speech and text analytics platform including ...",https://www.accenture.com/pl-pl/careers/jobdetails?id=00931448_pl
Federal - Contact Center Lead,"Operating from the nation's capital, we bring together commercial innovation and 
... management tools - e.g. Nice InContact, Verint, Aspect, Genesys, Avaya, etc.",https://www.accenture.com/us-en/careers/jobdetails?id=00926080_en
VMS compatibility_200316 A B C D E F G H I J K L M N O P Q R S T ...,"Mar 16, 2020 ... Some PTZ model Open/Close Iris do not work properly or cause momentary 
colour ... 595, Verint, Software, ONVIF, TBC, 2017 (VB-H/M Mk II)",https://www.axis.com/files/sales/Canon_VMS_Compatibility_16_Mar_2020.xlsx
Meet our partners | Bosch Security and Safety Systems I North America,"Together with our trusted business partners we create best-in-class security 
solutions. So our customers can secure their world and benefit from business ...",https://www.boschsecurity.com/us/en/partners/meet-our-partners/
Lernen Sie unsere Partner kennen | Bosch Security and Safety ...,"So profitieren unsere Kunden von starken Produkten und Business-Intelligence, 
die ihnen mehr als nur Sicherheit bietet. Besuchen Sie unsere Partner-Seiten, ...",https://www.boschsecurity.com/de/de/partner/lernen-sie-unsere-partner-kennen/
Venha conhecer os nossos parceiros | Bosch Security and Safety ...,"O Verint SA Platform pode ser integrado em sistemas de intrusão ou incêndio da 
Bosch para que os clientes possam receber alarmes a partir do dispositivo.",https://www.boschsecurity.com/xl/pt/parceiros/conheca-nossos-parceiros/
Conozca a nuestros socios | Bosch Security and Safety Systems I ...,"Es posible integrar Verint SA Platform con sistemas de intrusión o incendio de 
Bosch para que los clientes puedan recibir alarmas desde el dispositivo.",https://www.boschsecurity.com/xl/es/socios/conozca-a-nuestros-socios/
Impact360 ULTRA : ソリューション・サービス | NEC,"メールアドレス：al_japansales@verint.com. 検索. ニュース. プレスリリース · 
イベント・セミナー · NECからの重要なお知らせ. お客さま別情報. 企業・官公庁
・ ...",https://jpn.nec.com/univerge/univergepartner/product/100047/100047_2.html
Hikvision 3rd Party Partners Integration Status,"Feb 28, 2017 ... Partners with an updated list:Aimetis/NUUO/Genetec/Synology/Cathexis/Exacq/
Avigilon. 2013.07 1. Newly added partners: Verint/Bold ...",https://www.hikvision.com/ueditor/net/upload/2017-05-24/48e99317-4374-4803-a09b-add7186874b5.pdf
VMS Partners Integration Status,"Mar 31, 2015 ... Newly added partners: Verint/Bold communications. 2. Partners with an updated 
list: Milestone/NUUO/Exacq/Salient/Genetec/Avigilon/ ...",https://www.hikvision.com/upload/VMS%20Partnership%20Standards.pdf
The IBM Cognos OEM Partner Program,"The IBM Cognos OEM Partner Program ... OEM partners are adding value to ... 
reporting needs.” John Bourne. SVP, Global Product Management. Verint.",ftp://public.dhe.ibm.com/software/data/sw-library/cognos/pdfs/factsheets/fs_the_ibm_cognos_oem_partner_program.pdf
Verint STAR-GATE Lite and IBM BladeCenter – Broadband and ...,"The IBM. BladeCenter H is for high performance computing platform, while the 
IBM. BladeCenter T chassis is specifically designed for telecom central office.",ftp://aix.boulder.ibm.com/systems/telecom/verintsheet.pdf
"Voice Platform Manager Job in Quezon City, National Capital ...","Mar 6, 2021 ... Should have Product and its integration knowledge for Avaya PABX systems , 
SIP, Voice Loggers (Nice, Verint etc) , Oracle SBC, Dialer's ...",https://careers.ibm.com/fr/job-details-fr/11980425/voice-platform-manager-quezon-city-ph/
Dark data discovery: Improve marketing insights to increase ROI ...,"Sep 20, 2016 ... ... and Verint, social media marketing and monitoring like Hootsuite and ... prep 
and automated data analysis and visualization come together to ...",https://www.ibm.com/blogs/business-analytics/dark-data-discovery-improve-marketing-insights-to-increase-roi/
"Program Leader – Contact Centre Job in Ottawa, ON | IBM","Mar 6, 2021 ... IBM Application Consultants work directly with our clients on key ... BlueWorx, 
Verint, and Nuance among others, but our clients come to us for ...",https://careers.ibm.com/ja/job-details-ja/12406030/program-leader-contact-centre-remote/
"User Researcher - Junior Job in Austin, TX | IBM","Mar 6, 2021 ... Designers at IBM work to create experiences that work together, work ... simple 
user research surveys (with tools like Survey Gizmo or Verint) ...",https://careers.ibm.com/zh-hans/job-details-zh-hans/12477472/user-researcher-junior-austin-tx/
optimize customer experience metrics With 12 ai-enabled use cases,"Using AI, firms can bring together a number of different behavioral signals from ... 
Verint. WillowTree. Wizu. Endnotes. 1 CX measurement programs have two ...",https://www.ibm.com/partnerworld/bpmarketintelligence/TheAIRevolutioninCXMeasurement.pdf
"Application Solutions Architect- Contact Centre Job in Ottawa, ON ...","Mar 6, 2021 ... Application solutions are based on Contact Centre Platform, Routing, ... 
Experience with Cisco Contact Centre, Verint/Witness, Genesys, Avaya ...",https://careers.ibm.com/es/job-details-es/12406029/application-solutions-architect-contact-centre-remote/
Office of General Services NYS Procurement Group 73600 ...,"621, 616, Cloud Managed Services (CMS), IBM Bluemix Platform 1 US Dollar ... 
2572, 2567, Verint WFM, Verint Work Force Management - plan, forecast, and ...",https://www.ibm.com/downloads/cas/9NJ5NRLA
Haifa Seminars - IBM Research,"The topics focus on applied computer science issues, in general, and on issues 
related to work carried out at IBM Research. All seminars listed on this site are ...",https://www.research.ibm.com/haifa/seminars/index.shtml
BriefCam Integration – Video Management System (VMS ...,"... the federated camera list is presented within the BriefCam platform allowing 
users ... NX (Network Optix), OnSSI, Qognify, Salient, SeeTec, Teleste and Verint.",https://www.briefcam.com/company/ufaq-category/video-management-system-compatibility/
CELEBRATE 2018 'ASTORS' Winners at the 2018 Awards ...,"Nov 1, 2018 ... American Security Today is pleased to announce the 2018'ASTORS' ... (See 
Verint FaceDetect, a powerful and versatile video analysis ...",https://www.briefcam.com/company/news/celebrate-2018-astors-winners-at-the-2018-awards-luncheon-at-isc-in-nyc-multi-video/
"BriefCam Video Analytics for Contact Tracing, Physical Distancing ...","Jun 10, 2020 ... (See how BriefCam's Video Content Analytics Platform can ... Senstar, 
ShotSpotter, Smiths Detection, TCOM LP, Trackforce, Verint, and More!",https://www.briefcam.com/company/news/briefcam-video-analytics-for-contact-tracing-physical-distancing-occupancy-mgmt-face-mask-detection/
News from the video security and video surveillance industry ...,"BriefCam Announces Its Advanced Video Analytics Software Platform To ... Verint 
Enables Intelligent Detection of Security Events through Integrastion with ...",https://www.briefcam.com/company/news/
FAQs BriefCam Product Frequently Asked Questions | BriefCam,BriefCam Server - Operating System. a. What operating systems does BriefCam ...,https://www.briefcam.com/resources/faqs/
AST Names 2019 'ASTORS' Homeland Security Awards Winners at ...,"Nov 26, 2019 ... (S&T's National Urban Security Technology Laboratory collaborated with ... 
Verint's NowForce delivers a comprehensive emergency dispatch ...",https://www.briefcam.com/company/news/ast-names-2019-astors-homeland-security-awards-winners-at-the-javits-center-in-nyc/
BriefCam Enhances Situational Awareness with Facial Recognition ...,"Nov 20, 2018 ... BriefCam's Comprehensive Video Content Analytics Platform Raises the ... 
Konica Minolta Business Solutions, Verint, Canon U.S.A., BriefCam, ...",https://www.briefcam.com/company/news/briefcam-enhances-situational-awareness-with-facial-recognition/
BriefCam V5.4 Video Content Analytics Platform Rapidly Transforms ...,"Apr 11, 2019 ... BriefCam, global provider of video content analytics and video synopsis solutions
, has announced v5.4 of its innovative and extensible video ...",https://www.briefcam.com/company/news/briefcam-v5-4-video-content-analytics-platform-rapidly-transforms-video-into-actionable-intelligence-with-enhanced-capabilities/
Canon acquires BriefCam,"Jun 22, 2018 ... You need a partner you know will support you and serve ... Verint. VErInt 
V4530BtW 3MP BullEt CaMEra. □. Professional day/night camera.",https://www.briefcam.com/company/news/canon-acquires-briefcam/
BriefCam's New v5.4 Bolsters Real-Time Abilities & User Experience ...,"Apr 9, 2019 ... BriefCam's Video Content Analytics platform is pleased to be a certified ... Konica 
Minolta Business Solutions, Verint, Canon U.S.A., BriefCam, ...",https://www.briefcam.com/company/news/briefcams-new-v5-4-bolsters-real-time-abilities-user-experience/
Partners | Verint Systems,"Partnering With Verint. Verint has helped thousands of clients integrate with 
solutions from our partners to improve CX and lower costs. Become a Verint 
Partner ...",https://www.verint.com/partners/
